sample,left_foot,right_foot
1311,0.0,449.6
1312,0.0,451.31
1313,0.0,451.62
1314,0.0,453.08
1315,0.0,452.07
1316,0.0,451.75
1317,0.0,452.62
1318,0.0,453.11
1319,0.0,452.94
1320,0.0,451.67
1321,0.0,449.48
1322,0.0,447.45
1323,0.0,445.85
1324,0.0,440.85
1325,0.0,437.8
1326,0.0,432.31
1327,0.0,427.19
1328,0.0,424.71
1329,0.0,422.7
1330,0.0,418.46
1331,0.0,416.48
1332,0.0,415.28
1333,0.0,414.57
1334,0.0,418.22
1335,0.0,419.75
1336,0.0,423.41
1337,0.0,422.56
1338,0.0,431.08
1339,0.0,433.88
1340,0.0,434.34
1341,0.0,434.73
1342,0.0,431.07
1343,0.0,430.79
1344,0.0,428.02
1345,0.0,424.78
1346,0.0,422.04
1347,0.0,419.25
1348,0.0,413.91
1349,0.0,406.65
1350,0.0,396.23
1351,0.0,383.02
1352,0.0,371.54
1353,0.0,358.8
1354,0.0,341.24
1355,0.0,324.17
1356,0.0,307.79
